land,iso2,year,value,type,country
Estland,EE,2018,0.000746431734623117,Gesamtwirtschaft,Estonia
Irland,IE,2018,0.00791268156192981,Gesamtwirtschaft,Ireland
Griechenland,EL,2018,0.00343496822861941,Gesamtwirtschaft,Greece
Spanien,ES,2018,0.0169843641079625,Gesamtwirtschaft,Spain
Frankreich,FR,2018,0.040485626238337,Gesamtwirtschaft,France
Kroatien,HR,2018,0.00706691025878191,Gesamtwirtschaft,Croatia
Italien,IT,2018,0.0661473934452432,Gesamtwirtschaft,Italy
Zypern,CY,2018,0.00111599475053424,Gesamtwirtschaft,Cyprus
Lettland,LV,2018,0.000813931213021367,Gesamtwirtschaft,Latvia
Litauen,LT,2018,0.00126003133382818,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2018,0.00324757618972806,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2018,0.0276739616236438,Gesamtwirtschaft,Hungary
Niederlande,NL,2018,0.0271285480281574,Gesamtwirtschaft,Netherlands
Polen,PL,2018,0.027035164408583,Gesamtwirtschaft,Poland
Portugal,PT,2018,0.00295122036506737,Gesamtwirtschaft,Portugal
Rumänien,RO,2018,0.0151368715629256,Gesamtwirtschaft,Romania
Slowenien,SI,2018,0.0109628701733814,Gesamtwirtschaft,Slovenia
Slowakei,SK,2018,0.0137916449545663,Gesamtwirtschaft,Slovakia
Finnland,FI,2018,0.00555792688916015,Gesamtwirtschaft,Finland
Schweden,SE,2018,0.0122182608159299,Gesamtwirtschaft,Sweden
Großbritannien,UK,2018,0.0308249045985852,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2018,0.00533262984958591,Gesamtwirtschaft,Norway
Kanada,CA,2018,0.00791340241854559,Gesamtwirtschaft,Canada
Japan,JP,2018,0.0143332456665107,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2018,0.074430004797609,Gesamtwirtschaft,United States
EU-14,EU14,2019,0.436715502187865,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2019,0.572832387172299,Gesamtwirtschaft,EU-27
Belgien,BE,2019,0.0135462650167921,Gesamtwirtschaft,Belgium
Bulgarien,BG,2019,0.00434819018971951,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2019,0.0237884807942807,Gesamtwirtschaft,Czechia
Dänemark,DK,2019,0.00581053551423201,Gesamtwirtschaft,Denmark
Deutschland,DE,2019,0.232066117675357,Gesamtwirtschaft,Germany
Estland,EE,2019,0.000786229495407796,Gesamtwirtschaft,Estonia
Irland,IE,2019,0.0090705304220511,Gesamtwirtschaft,Ireland
Griechenland,EL,2019,0.00379237160116203,Gesamtwirtschaft,Greece
Spanien,ES,2019,0.016041277606165,Gesamtwirtschaft,Spain
Frankreich,FR,2019,0.0396731586612213,Gesamtwirtschaft,France
Kroatien,HR,2019,0.00735083648447971,Gesamtwirtschaft,Croatia
Italien,IT,2019,0.0663050221827455,Gesamtwirtschaft,Italy
Zypern,CY,2019,0.00132839175886328,Gesamtwirtschaft,Cyprus
Lettland,LV,2019,0.000755902580803244,Gesamtwirtschaft,Latvia
Litauen,LT,2019,0.00137069348426581,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2019,0.0035635436195787,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2019,0.0290529891015441,Gesamtwirtschaft,Hungary
Niederlande,NL,2019,0.0263660556398981,Gesamtwirtschaft,Netherlands
Polen,PL,2019,0.0263645323092307,Gesamtwirtschaft,Poland
Portugal,PT,2019,0.00304264159395884,Gesamtwirtschaft,Portugal
Rumänien,RO,2019,0.0159793609981001,Gesamtwirtschaft,Romania
Slowenien,SI,2019,0.0109116793501163,Gesamtwirtschaft,Slovenia
Slowakei,SK,2019,0.0140795984376225,Gesamtwirtschaft,Slovakia
Finnland,FI,2019,0.00539357146899328,Gesamtwirtschaft,Finland
Schweden,SE,2019,0.0120444111857103,Gesamtwirtschaft,Sweden
Großbritannien,UK,2019,0.0320800163730239,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2019,0.00531174754043782,Gesamtwirtschaft,Norway
Kanada,CA,2019,0.00855375875692418,Gesamtwirtschaft,Canada
Japan,JP,2019,0.0155379963270487,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2019,0.0747723477786872,Gesamtwirtschaft,United States
EU-14,EU14,2020,0.438474903282522,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2020,0.571998082253502,Gesamtwirtschaft,EU-27
Belgien,BE,2020,0.0139373036496589,Gesamtwirtschaft,Belgium
Bulgarien,BG,2020,0.00462032338113953,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2020,0.0214813483233827,Gesamtwirtschaft,Czechia
Dänemark,DK,2020,0.00632723269705419,Gesamtwirtschaft,Denmark
Deutschland,DE,2020,0.236439831146933,Gesamtwirtschaft,Germany
Estland,EE,2020,0.000876431264445302,Gesamtwirtschaft,Estonia
Irland,IE,2020,0.00981033522476603,Gesamtwirtschaft,Ireland
Griechenland,EL,2020,0.00386239358093615,Gesamtwirtschaft,Greece
Spanien,ES,2020,0.014333244923369,Gesamtwirtschaft,Spain
Frankreich,FR,2020,0.0428137647768024,Gesamtwirtschaft,France
Kroatien,HR,2020,0.00744500041281031,Gesamtwirtschaft,Croatia
Italien,IT,2020,0.0598078411841956,Gesamtwirtschaft,Italy
Zypern,CY,2020,0.00158828245216526,Gesamtwirtschaft,Cyprus
Lettland,LV,2020,0.000785189999893369,Gesamtwirtschaft,Latvia
Litauen,LT,2020,0.00149105891846969,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2020,0.00411864842181814,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2020,0.0270001557793174,Gesamtwirtschaft,Hungary
Niederlande,NL,2020,0.0264203372320259,Gesamtwirtschaft,Netherlands
Polen,PL,2020,0.0275849171435135,Gesamtwirtschaft,Poland
Portugal,PT,2020,0.0030171290648066,Gesamtwirtschaft,Portugal
Rumänien,RO,2020,0.0169742693360583,Gesamtwirtschaft,Romania
Slowenien,SI,2020,0.0102070408950816,Gesamtwirtschaft,Slovenia
Slowakei,SK,2020,0.0134691610647029,Gesamtwirtschaft,Slovakia
Finnland,FI,2020,0.00559542933013315,Gesamtwirtschaft,Finland
Schweden,SE,2020,0.0119914120500227,Gesamtwirtschaft,Sweden
Großbritannien,UK,2020,0.0288654311715412,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2020,0.00431637656574695,Gesamtwirtschaft,Norway
Kanada,CA,2020,0.00803790581619571,Gesamtwirtschaft,Canada
Japan,JP,2020,0.0152073102525769,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2020,0.070513321680641,Gesamtwirtschaft,United States
EU-14,EU14,2021,0.439955025185895,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2021,0.575144287599247,Gesamtwirtschaft,EU-27
Belgien,BE,2021,0.0134061400832766,Gesamtwirtschaft,Belgium
Bulgarien,BG,2021,0.00435814938005285,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2021,0.0238292686063726,Gesamtwirtschaft,Czechia
Dänemark,DK,2021,0.00599984959558047,Gesamtwirtschaft,Denmark
Deutschland,DE,2021,0.236171806960206,Gesamtwirtschaft,Germany
Estland,EE,2021,0.000803030831492072,Gesamtwirtschaft,Estonia
Irland,IE,2021,0.00893118240291564,Gesamtwirtschaft,Ireland
Griechenland,EL,2021,0.00369657780357253,Gesamtwirtschaft,Greece
Spanien,ES,2021,0.0157862955458322,Gesamtwirtschaft,Spain
Frankreich,FR,2021,0.0409908498921202,Gesamtwirtschaft,France
Kroatien,HR,2021,0.00728758238535731,Gesamtwirtschaft,Croatia
Italien,IT,2021,0.0640867522707281,Gesamtwirtschaft,Italy
Zypern,CY,2021,0.00134422298718759,Gesamtwirtschaft,Cyprus
Lettland,LV,2021,0.000785007931239326,Gesamtwirtschaft,Latvia
Litauen,LT,2021,0.0013739279121879,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2021,0.00364325607704163,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2021,0.0279090355015018,Gesamtwirtschaft,Hungary
Niederlande,NL,2021,0.0266383136333605,Gesamtwirtschaft,Netherlands
Polen,PL,2021,0.0269948712871091,Gesamtwirtschaft,Poland
Portugal,PT,2021,0.00300366367461093,Gesamtwirtschaft,Portugal
Rumänien,RO,2021,0.016030167299028,Gesamtwirtschaft,Romania
Slowenien,SI,2021,0.0106938634728598,Gesamtwirtschaft,Slovenia
Slowakei,SK,2021,0.0137801348189639,Gesamtwirtschaft,Slovakia
Finnland,FI,2021,0.00551564256276219,Gesamtwirtschaft,Finland
Schweden,SE,2021,0.0120846946838876,Gesamtwirtschaft,Sweden
Großbritannien,UK,2021,0.0305901173810501,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2021,0.00498691798525689,Gesamtwirtschaft,Norway
Kanada,CA,2021,0.00816835566388849,Gesamtwirtschaft,Canada
Japan,JP,2021,0.0150261840820454,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2021,0.0732385580856457,Gesamtwirtschaft,United States
EU-14,EU14,2022,0.439955025185895,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2022,0.575144287599247,Gesamtwirtschaft,EU-27
Belgien,BE,2022,0.0134061400832766,Gesamtwirtschaft,Belgium
Bulgarien,BG,2022,0.00435814938005285,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2022,0.0238292686063726,Gesamtwirtschaft,Czechia
Dänemark,DK,2022,0.00599984959558047,Gesamtwirtschaft,Denmark
Deutschland,DE,2022,0.236171806960206,Gesamtwirtschaft,Germany
Estland,EE,2022,0.000803030831492072,Gesamtwirtschaft,Estonia
Irland,IE,2022,0.00893118240291564,Gesamtwirtschaft,Ireland
Griechenland,EL,2022,0.00369657780357253,Gesamtwirtschaft,Greece
Spanien,ES,2022,0.0157862955458322,Gesamtwirtschaft,Spain
Frankreich,FR,2022,0.0409908498921202,Gesamtwirtschaft,France
Kroatien,HR,2022,0.00728758238535731,Gesamtwirtschaft,Croatia
Italien,IT,2022,0.0640867522707281,Gesamtwirtschaft,Italy
Zypern,CY,2022,0.00134422298718759,Gesamtwirtschaft,Cyprus
Lettland,LV,2022,0.000785007931239326,Gesamtwirtschaft,Latvia
Litauen,LT,2022,0.0013739279121879,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2022,0.00364325607704163,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2022,0.0279090355015018,Gesamtwirtschaft,Hungary
Niederlande,NL,2022,0.0266383136333605,Gesamtwirtschaft,Netherlands
Polen,PL,2022,0.0269948712871091,Gesamtwirtschaft,Poland
Portugal,PT,2022,0.00300366367461093,Gesamtwirtschaft,Portugal
Rumänien,RO,2022,0.016030167299028,Gesamtwirtschaft,Romania
Slowenien,SI,2022,0.0106938634728598,Gesamtwirtschaft,Slovenia
Slowakei,SK,2022,0.0137801348189639,Gesamtwirtschaft,Slovakia
Finnland,FI,2022,0.00551564256276219,Gesamtwirtschaft,Finland
Schweden,SE,2022,0.0120846946838876,Gesamtwirtschaft,Sweden
Großbritannien,UK,2022,0.0305901173810501,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2022,0.00498691798525689,Gesamtwirtschaft,Norway
Kanada,CA,2022,0.00816835566388849,Gesamtwirtschaft,Canada
Japan,JP,2022,0.0150261840820454,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2022,0.0732385580856457,Gesamtwirtschaft,United States
EU-14,EU14,2023,0.439955025185895,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2023,0.575144287599247,Gesamtwirtschaft,EU-27
Belgien,BE,2023,0.0134061400832766,Gesamtwirtschaft,Belgium
Bulgarien,BG,2023,0.00435814938005285,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2023,0.0238292686063726,Gesamtwirtschaft,Czechia
Dänemark,DK,2023,0.00599984959558047,Gesamtwirtschaft,Denmark
Deutschland,DE,2023,0.236171806960206,Gesamtwirtschaft,Germany
Estland,EE,2023,0.000803030831492072,Gesamtwirtschaft,Estonia
Irland,IE,2023,0.00893118240291564,Gesamtwirtschaft,Ireland
Griechenland,EL,2023,0.00369657780357253,Gesamtwirtschaft,Greece
Spanien,ES,2023,0.0157862955458322,Gesamtwirtschaft,Spain
Frankreich,FR,2023,0.0409908498921202,Gesamtwirtschaft,France
Kroatien,HR,2023,0.00728758238535731,Gesamtwirtschaft,Croatia
Italien,IT,2023,0.0640867522707281,Gesamtwirtschaft,Italy
Zypern,CY,2023,0.00134422298718759,Gesamtwirtschaft,Cyprus
Lettland,LV,2023,0.000785007931239326,Gesamtwirtschaft,Latvia
Litauen,LT,2023,0.0013739279121879,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2023,0.00364325607704163,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2023,0.0279090355015018,Gesamtwirtschaft,Hungary
Niederlande,NL,2023,0.0266383136333605,Gesamtwirtschaft,Netherlands
Polen,PL,2023,0.0269948712871091,Gesamtwirtschaft,Poland
Portugal,PT,2023,0.00300366367461093,Gesamtwirtschaft,Portugal
Rumänien,RO,2023,0.016030167299028,Gesamtwirtschaft,Romania
Slowenien,SI,2023,0.0106938634728598,Gesamtwirtschaft,Slovenia
Slowakei,SK,2023,0.0137801348189639,Gesamtwirtschaft,Slovakia
Finnland,FI,2023,0.00551564256276219,Gesamtwirtschaft,Finland
Schweden,SE,2023,0.0120846946838876,Gesamtwirtschaft,Sweden
Großbritannien,UK,2023,0.0305901173810501,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2023,0.00498691798525689,Gesamtwirtschaft,Norway
Kanada,CA,2023,0.00816835566388849,Gesamtwirtschaft,Canada
Japan,JP,2023,0.0150261840820454,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2023,0.0732385580856457,Gesamtwirtschaft,United States
EU-14,EU14,2024,0.439955025185895,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2024,0.575144287599247,Gesamtwirtschaft,EU-27
Belgien,BE,2024,0.0134061400832766,Gesamtwirtschaft,Belgium
Bulgarien,BG,2024,0.00435814938005285,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2024,0.0238292686063726,Gesamtwirtschaft,Czechia
Dänemark,DK,2024,0.00599984959558047,Gesamtwirtschaft,Denmark
Deutschland,DE,2024,0.236171806960206,Gesamtwirtschaft,Germany
Estland,EE,2024,0.000803030831492072,Gesamtwirtschaft,Estonia
Irland,IE,2024,0.00893118240291564,Gesamtwirtschaft,Ireland
Griechenland,EL,2024,0.00369657780357253,Gesamtwirtschaft,Greece
Spanien,ES,2024,0.0157862955458322,Gesamtwirtschaft,Spain
Frankreich,FR,2024,0.0409908498921202,Gesamtwirtschaft,France
Kroatien,HR,2024,0.00728758238535731,Gesamtwirtschaft,Croatia
Italien,IT,2024,0.0640867522707281,Gesamtwirtschaft,Italy
Zypern,CY,2024,0.00134422298718759,Gesamtwirtschaft,Cyprus
Lettland,LV,2024,0.000785007931239326,Gesamtwirtschaft,Latvia
Litauen,LT,2024,0.0013739279121879,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2024,0.00364325607704163,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2024,0.0279090355015018,Gesamtwirtschaft,Hungary
Niederlande,NL,2024,0.0266383136333605,Gesamtwirtschaft,Netherlands
Polen,PL,2024,0.0269948712871091,Gesamtwirtschaft,Poland
Portugal,PT,2024,0.00300366367461093,Gesamtwirtschaft,Portugal
Rumänien,RO,2024,0.016030167299028,Gesamtwirtschaft,Romania
Slowenien,SI,2024,0.0106938634728598,Gesamtwirtschaft,Slovenia
Slowakei,SK,2024,0.0137801348189639,Gesamtwirtschaft,Slovakia
Finnland,FI,2024,0.00551564256276219,Gesamtwirtschaft,Finland
Schweden,SE,2024,0.0120846946838876,Gesamtwirtschaft,Sweden
Großbritannien,UK,2024,0.0305901173810501,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2024,0.00498691798525689,Gesamtwirtschaft,Norway
Kanada,CA,2024,0.00816835566388849,Gesamtwirtschaft,Canada
Japan,JP,2024,0.0150261840820454,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2024,0.0732385580856457,Gesamtwirtschaft,United States
EU-14,EU14,2025,0.439955025185895,Gesamtwirtschaft,EU-14
EU-27,EU27_2020,2025,0.575144287599247,Gesamtwirtschaft,EU-27
Belgien,BE,2025,0.0134061400832766,Gesamtwirtschaft,Belgium
Bulgarien,BG,2025,0.00435814938005285,Gesamtwirtschaft,Bulgaria
Tschechische Republik,CZ,2025,0.0238292686063726,Gesamtwirtschaft,Czechia
Dänemark,DK,2025,0.00599984959558047,Gesamtwirtschaft,Denmark
Deutschland,DE,2025,0.236171806960206,Gesamtwirtschaft,Germany
Estland,EE,2025,0.000803030831492072,Gesamtwirtschaft,Estonia
Irland,IE,2025,0.00893118240291564,Gesamtwirtschaft,Ireland
Griechenland,EL,2025,0.00369657780357253,Gesamtwirtschaft,Greece
Spanien,ES,2025,0.0157862955458322,Gesamtwirtschaft,Spain
Frankreich,FR,2025,0.0409908498921202,Gesamtwirtschaft,France
Kroatien,HR,2025,0.00728758238535731,Gesamtwirtschaft,Croatia
Italien,IT,2025,0.0640867522707281,Gesamtwirtschaft,Italy
Zypern,CY,2025,0.00134422298718759,Gesamtwirtschaft,Cyprus
Lettland,LV,2025,0.000785007931239326,Gesamtwirtschaft,Latvia
Litauen,LT,2025,0.0013739279121879,Gesamtwirtschaft,Lithuania
Luxemburg,LU,2025,0.00364325607704163,Gesamtwirtschaft,Luxembourg
Ungarn,HU,2025,0.0279090355015018,Gesamtwirtschaft,Hungary
Niederlande,NL,2025,0.0266383136333605,Gesamtwirtschaft,Netherlands
Polen,PL,2025,0.0269948712871091,Gesamtwirtschaft,Poland
Portugal,PT,2025,0.00300366367461093,Gesamtwirtschaft,Portugal
Rumänien,RO,2025,0.016030167299028,Gesamtwirtschaft,Romania
Slowenien,SI,2025,0.0106938634728598,Gesamtwirtschaft,Slovenia
Slowakei,SK,2025,0.0137801348189639,Gesamtwirtschaft,Slovakia
Finnland,FI,2025,0.00551564256276219,Gesamtwirtschaft,Finland
Schweden,SE,2025,0.0120846946838876,Gesamtwirtschaft,Sweden
Großbritannien,UK,2025,0.0305901173810501,Gesamtwirtschaft,United Kingdom
Norwegen,NO,2025,0.00498691798525689,Gesamtwirtschaft,Norway
Kanada,CA,2025,0.00816835566388849,Gesamtwirtschaft,Canada
Japan,JP,2025,0.0150261840820454,Gesamtwirtschaft,Japan
Vereinigte Staaten,US,2025,0.0732385580856457,Gesamtwirtschaft,United States
Belgien,BE,1995,0.0165573309358499,Herstellung von Waren,Belgium
Bulgarien,BG,1995,0.00079269995802071,Herstellung von Waren,Bulgaria
Tschechische Republik,CZ,1995,0.0220775992456549,Herstellung von Waren,Czechia
Dänemark,DK,1995,0.00832784578887589,Herstellung von Waren,Denmark
Deutschland,DE,1995,0.289170508052041,Herstellung von Waren,Germany
Estland,EE,1995,0.000207143776859619,Herstellung von Waren,Estonia
Irland,IE,1995,0.00289436261858158,Herstellung von Waren,Ireland
Griechenland,EL,1995,0.00411982697418277,Herstellung von Waren,Greece
Spanien,ES,1995,0.0217368658294206,Herstellung von Waren,Spain
Frankreich,FR,1995,0.0544776978892695,Herstellung von Waren,France
Kroatien,HR,1995,0.00689370629262083,Herstellung von Waren,Croatia
Italien,IT,1995,0.0963059647162728,Herstellung von Waren,Italy
Zypern,CY,1995,0.000348837392933021,Herstellung von Waren,Cyprus
Lettland,LV,1995,0.000206928004467084,Herstellung von Waren,Latvia
Litauen,LT,1995,0.000394358170843863,Herstellung von Waren,Lithuania
Luxemburg,LU,1995,0.00113215169864048,Herstellung von Waren,Luxembourg
Ungarn,HU,1995,0.0203316616119748,Herstellung von Waren,Hungary
Niederlande,NL,1995,0.0229614610319612,Herstellung von Waren,Netherlands
Polen,PL,1995,0.0137120206046172,Herstellung von Waren,Poland
Portugal,PT,1995,0.00436107852826958,Herstellung von Waren,Portugal
Rumänien,RO,1995,0.00504655613488092,Herstellung von Waren,Romania
Slowenien,SI,1995,0.0124392665419179,Herstellung von Waren,Slovenia
Slowakei,SK,1995,0.00857048835772975,Herstellung von Waren,Slovakia
Finnland,FI,1995,0.00891577373975972,Herstellung von Waren,Finland
Schweden,SE,1995,0.0173751527896426,Herstellung von Waren,Sweden
Großbritannien,UK,1995,0.0309444117298943,Herstellung von Waren,United Kingdom
Norwegen,NO,1995,0.00505013803336049,Herstellung von Waren,Norway
Kanada,CA,1995,0.00685056033874245,Herstellung von Waren,Canada
Japan,JP,1995,0.0321988596585415,Herstellung von Waren,Japan
Vereinigte Staaten,US,1995,0.0607322181299581,Herstellung von Waren,United States
EU-14,EU14,1995,0.548336020592768,Herstellung von Waren,EU-14
EU-27,EU27_2020,1995,0.639357286685288,Herstellung von Waren,EU-27
HP,HP,1995,0.775133474575785,Herstellung von Waren,HP
Belgien,BE,1996,0.0162081054063589,Herstellung von Waren,Belgium
Bulgarien,BG,1996,0.00116448910493913,Herstellung von Waren,Bulgaria
Tschechische Republik,CZ,1996,0.0211574076903093,Herstellung von Waren,Czechia
Dänemark,DK,1996,0.00767364876061685,Herstellung von Waren,Denmark
Deutschland,DE,1996,0.267090134814371,Herstellung von Waren,Germany
Estland,EE,1996,0.000223757779050227,Herstellung von Waren,Estonia
Irland,IE,1996,0.00301232784819151,Herstellung von Waren,Ireland
Griechenland,EL,1996,0.00492090229940062,Herstellung von Waren,Greece
Spanien,ES,1996,0.024313528935038,Herstellung von Waren,Spain
Frankreich,FR,1996,0.0530111802440109,Herstellung von Waren,France
Kroatien,HR,1996,0.00724801335876834,Herstellung von Waren,Croatia
Italien,IT,1996,0.0957775378843997,Herstellung von Waren,Italy
Zypern,CY,1996,0.000402903894307087,Herstellung von Waren,Cyprus
Lettland,LV,1996,0.000272939964517103,Herstellung von Waren,Latvia
Litauen,LT,1996,0.000567097762643402,Herstellung von Waren,Lithuania
Luxemburg,LU,1996,0.00108479243967835,Herstellung von Waren,Luxembourg
Ungarn,HU,1996,0.020137264358475,Herstellung von Waren,Hungary
Niederlande,NL,1996,0.0232000636870996,Herstellung von Waren,Netherlands
Polen,PL,1996,0.0144898193393783,Herstellung von Waren,Poland
Portugal,PT,1996,0.00465494487994953,Herstellung von Waren,Portugal
Rumänien,RO,1996,0.00580587610100821,Herstellung von Waren,Romania
Slowenien,SI,1996,0.0112141857387755,Herstellung von Waren,Slovenia
Slowakei,SK,1996,0.00908627052822028,Herstellung von Waren,Slovakia
Finnland,FI,1996,0.00799842165835882,Herstellung von Waren,Finland
Schweden,SE,1996,0.017180954536025,Herstellung von Waren,Sweden
Großbritannien,UK,1996,0.035488261829623,Herstellung von Waren,United Kingdom
Norwegen,NO,1996,0.00561748441419703,Herstellung von Waren,Norway
Kanada,CA,1996,0.0072461264538785,Herstellung von Waren,Canada
Japan,JP,1996,0.0318095912943012,Herstellung von Waren,Japan
Vereinigte Staaten,US,1996,0.0661742226018581,Herstellung von Waren,United States
EU-14,EU14,1996,0.526126543393499,Herstellung von Waren,EU-14
EU-27,EU27_2020,1996,0.617896569013891,Herstellung von Waren,EU-27
HP,HP,1996,0.764232255607748,Herstellung von Waren,HP
Belgien,BE,1997,0.0154228867411168,Herstellung von Waren,Belgium
Bulgarien,BG,1997,0.00149964687274555,Herstellung von Waren,Bulgaria
Tschechische Republik,CZ,1997,0.0212481071644062,Herstellung von Waren,Czechia
Dänemark,DK,1997,0.00753275027433632,Herstellung von Waren,Denmark
Deutschland,DE,1997,0.255170143200901,Herstellung von Waren,Germany
Estland,EE,1997,0.00026981331867139,Herstellung von Waren,Estonia
Irland,IE,1997,0.00364456183946984,Herstellung von Waren,Ireland
Griechenland,EL,1997,0.00407235138164149,Herstellung von Waren,Greece
Spanien,ES,1997,0.0250195158628286,Herstellung von Waren,Spain
Frankreich,FR,1997,0.0507877703158669,Herstellung von Waren,France
Kroatien,HR,1997,0.0087576586287394,Herstellung von Waren,Croatia
Italien,IT,1997,0.0959457515040767,Herstellung von Waren,Italy
Zypern,CY,1997,0.000329075163411583,Herstellung von Waren,Cyprus
Lettland,LV,1997,0.000310853689485685,Herstellung von Waren,Latvia
Litauen,LT,1997,0.000627864834407608,Herstellung von Waren,Lithuania
Luxemburg,LU,1997,0.000988531433314648,Herstellung von Waren,Luxembourg
Ungarn,HU,1997,0.0246290381957753,Herstellung von Waren,Hungary
Niederlande,NL,1997,0.0205278438342231,Herstellung von Waren,Netherlands
Polen,PL,1997,0.0152835663276524,Herstellung von Waren,Poland
Portugal,PT,1997,0.00439576640634792,Herstellung von Waren,Portugal
Rumänien,RO,1997,0.00489460027234895,Herstellung von Waren,Romania
Slowenien,SI,1997,0.0106778386807148,Herstellung von Waren,Slovenia
Slowakei,SK,1997,0.00892119557901723,Herstellung von Waren,Slovakia
Finnland,FI,1997,0.00806023318643487,Herstellung von Waren,Finland
Schweden,SE,1997,0.0181402588511572,Herstellung von Waren,Sweden
Großbritannien,UK,1997,0.0420155925106502,Herstellung von Waren,United Kingdom
Norwegen,NO,1997,0.00574097685384546,Herstellung von Waren,Norway
Kanada,CA,1997,0.00774074781048273,Herstellung von Waren,Canada
Japan,JP,1997,0.0298718108957702,Herstellung von Waren,Japan
Vereinigte Staaten,US,1997,0.0725199613363409,Herstellung von Waren,United States
EU-14,EU14,1997,0.509708364831715,Herstellung von Waren,EU-14
EU-27,EU27_2020,1997,0.607157623559091,Herstellung von Waren,EU-27
HP,HP,1997,0.765046712966181,Herstellung von Waren,HP
Belgien,BE,1998,0.0156276155912117,Herstellung von Waren,Belgium
Bulgarien,BG,1998,0.00193751877126118,Herstellung von Waren,Bulgaria
Tschechische Republik,CZ,1998,0.021405047980013,Herstellung von Waren,Czechia
Dänemark,DK,1998,0.00731987304073005,Herstellung von Waren,Denmark
Deutschland,DE,1998,0.269920171992286,Herstellung von Waren,Germany
Estland,EE,1998,0.000323204868999956,Herstellung von Waren,Estonia
Irland,IE,1998,0.0041900487309389,Herstellung von Waren,Ireland
Griechenland,EL,1998,0.00414678792161561,Herstellung von Waren,Greece
Spanien,ES,1998,0.0281627770618893,Herstellung von Waren,Spain
Frankreich,FR,1998,0.0535686046583735,Herstellung von Waren,France
Kroatien,HR,1998,0.0071712910682755,Herstellung von Waren,Croatia
Italien,IT,1998,0.0988552842914282,Herstellung von Waren,Italy
Zypern,CY,1998,0.00040422774495891,Herstellung von Waren,Cyprus
Lettland,LV,1998,0.000399422724509648,Herstellung von Waren,Latvia
Litauen,LT,1998,0.000662844804489424,Herstellung von Waren,Lithuania
Luxemburg,LU,1998,0.00122337934177953,Herstellung von Waren,Luxembourg
Ungarn,HU,1998,0.02445799505607,Herstellung von Waren,Hungary
Niederlande,NL,1998,0.0203897522905878,Herstellung von Waren,Netherlands
Polen,PL,1998,0.0163158952321478,Herstellung von Waren,Poland
Portugal,PT,1998,0.0044547753926014,Herstellung von Waren,Portugal
Rumänien,RO,1998,0.00517057831143824,Herstellung von Waren,Romania
Slowenien,SI,1998,0.0104651973796243,Herstellung von Waren,Slovenia
Slowakei,SK,1998,0.00758546635886105,Herstellung von Waren,Slovakia
Finnland,FI,1998,0.00846042073788658,Herstellung von Waren,Finland
Schweden,SE,1998,0.0190968847758656,Herstellung von Waren,Sweden
Großbritannien,UK,1998,0.0420745098242217,Herstellung von Waren,United Kingdom
Norwegen,NO,1998,0.00501547036456148,Herstellung von Waren,Norway
Kanada,CA,1998,0.00737559683040016,Herstellung von Waren,Canada
Japan,JP,1998,0.0254380766469064,Herstellung von Waren,Japan
Vereinigte Staaten,US,1998,0.0759670249269793,Herstellung von Waren,United States
EU-14,EU14,1998,0.535416375827194,Herstellung von Waren,EU-14
